date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype
20200319,sqsthemi,NA,NA,1,zinc,water,CB4856/CB4856,F,2,median.TOF,260
20200319,sqsthemi,NA,NA,1,zinc,water,ECA859/ECA859,F,3,median.TOF,174
20200319,sqsthemi,NA,NA,1,zinc,water,ECA859/CB4856,F,5,median.TOF,215
20200319,sqsthemi,NA,NA,1,zinc,water,ECA2517/CB4856,F,6,median.TOF,276
20200319,sqsthemi,NA,NA,1,zinc,water,CB4856/ECA2517,F,7,median.TOF,193
20200319,sqsthemi,NA,NA,1,zinc,water,ECA859/ECA2517,F,8,median.TOF,223.5
20200319,sqsthemi,NA,NA,1,zinc,water,ECA2517/ECA859,F,9,median.TOF,269
20200319,sqsthemi,NA,NA,1,zinc,water,N2/N2,G,1,median.TOF,308
20200319,sqsthemi,NA,NA,1,zinc,water,CB4856/CB4856,G,2,median.TOF,281
20200319,sqsthemi,NA,NA,1,zinc,water,ECA859/ECA859,G,3,median.TOF,206
20200319,sqsthemi,NA,NA,1,zinc,water,ECA2517/ECA2517,G,4,median.TOF,241
20200319,sqsthemi,NA,NA,1,zinc,water,ECA859/CB4856,G,5,median.TOF,204
20200319,sqsthemi,NA,NA,1,zinc,water,ECA2517/CB4856,G,6,median.TOF,259.5
20200319,sqsthemi,NA,NA,1,zinc,water,CB4856/ECA2517,G,7,median.TOF,244
20200319,sqsthemi,NA,NA,1,zinc,water,ECA859/ECA2517,G,8,median.TOF,240
20200319,sqsthemi,NA,NA,1,zinc,water,ECA2517/ECA859,G,9,median.TOF,252.5
20200319,sqsthemi,NA,NA,2,water,None,N2/N2,A,1,median.TOF,418
20200319,sqsthemi,NA,NA,2,water,None,CB4856/CB4856,A,2,median.TOF,405
20200319,sqsthemi,NA,NA,2,water,None,ECA859/ECA859,A,3,median.TOF,396
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/ECA2517,A,4,median.TOF,380
20200319,sqsthemi,NA,NA,2,water,None,ECA859/CB4856,A,5,median.TOF,450
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/CB4856,A,6,median.TOF,390.5
20200319,sqsthemi,NA,NA,2,water,None,CB4856/ECA2517,A,7,median.TOF,436.5
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/ECA859,A,9,median.TOF,380
20200319,sqsthemi,NA,NA,2,water,None,N2/N2,B,1,median.TOF,391
20200319,sqsthemi,NA,NA,2,water,None,ECA859/ECA859,B,3,median.TOF,408
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/ECA2517,B,4,median.TOF,398
20200319,sqsthemi,NA,NA,2,water,None,ECA859/CB4856,B,5,median.TOF,421.5
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/CB4856,B,6,median.TOF,410
20200319,sqsthemi,NA,NA,2,water,None,CB4856/ECA2517,B,7,median.TOF,448
20200319,sqsthemi,NA,NA,2,water,None,ECA859/ECA2517,B,8,median.TOF,318
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/ECA859,B,9,median.TOF,387
20200319,sqsthemi,NA,NA,2,water,None,N2/N2,C,1,median.TOF,393
20200319,sqsthemi,NA,NA,2,water,None,CB4856/CB4856,C,2,median.TOF,430
20200319,sqsthemi,NA,NA,2,water,None,ECA859/ECA859,C,3,median.TOF,387
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/ECA2517,C,4,median.TOF,391
20200319,sqsthemi,NA,NA,2,water,None,ECA859/CB4856,C,5,median.TOF,459
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/CB4856,C,6,median.TOF,398.5
20200319,sqsthemi,NA,NA,2,water,None,CB4856/ECA2517,C,7,median.TOF,435
20200319,sqsthemi,NA,NA,2,water,None,ECA859/ECA2517,C,8,median.TOF,388.5
20200319,sqsthemi,NA,NA,2,water,None,ECA2517/ECA859,C,9,median.TOF,365
20200319,sqsthemi,NA,NA,2,zinc,water,N2/N2,D,1,median.TOF,275
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/CB4856,D,2,median.TOF,293
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA859,D,3,median.TOF,178
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA2517,D,4,median.TOF,237
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/CB4856,D,5,median.TOF,259
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/CB4856,D,6,median.TOF,273
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/ECA2517,D,7,median.TOF,245
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA2517,D,8,median.TOF,250
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA859,D,9,median.TOF,276
20200319,sqsthemi,NA,NA,2,zinc,water,N2/N2,E,1,median.TOF,326
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/CB4856,E,2,median.TOF,274.5
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA859,E,3,median.TOF,188
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA2517,E,4,median.TOF,256
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/CB4856,E,5,median.TOF,174
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/CB4856,E,6,median.TOF,249
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/ECA2517,E,7,median.TOF,192.5
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA2517,E,8,median.TOF,268
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA859,E,9,median.TOF,270.5
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/CB4856,F,2,median.TOF,275.5
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA859,F,3,median.TOF,247
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA2517,F,4,median.TOF,252
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/CB4856,F,5,median.TOF,245.5
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/CB4856,F,6,median.TOF,273
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/ECA2517,F,7,median.TOF,226
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA2517,F,8,median.TOF,255
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA859,F,9,median.TOF,259
20200319,sqsthemi,NA,NA,2,zinc,water,N2/N2,G,1,median.TOF,278
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/CB4856,G,2,median.TOF,256.5
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA859,G,3,median.TOF,235.5
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA2517,G,4,median.TOF,261
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/CB4856,G,5,median.TOF,261
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/CB4856,G,6,median.TOF,233
20200319,sqsthemi,NA,NA,2,zinc,water,CB4856/ECA2517,G,7,median.TOF,245
20200319,sqsthemi,NA,NA,2,zinc,water,ECA859/ECA2517,G,8,median.TOF,294
20200319,sqsthemi,NA,NA,2,zinc,water,ECA2517/ECA859,G,9,median.TOF,215
20200319,sqsthemi,NA,NA,3,water,None,N2/N2,A,1,median.TOF,434.5
20200319,sqsthemi,NA,NA,3,water,None,CB4856/CB4856,A,2,median.TOF,457
20200319,sqsthemi,NA,NA,3,water,None,ECA859/ECA859,A,3,median.TOF,415.5
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/ECA2517,A,4,median.TOF,449
20200319,sqsthemi,NA,NA,3,water,None,ECA859/CB4856,A,5,median.TOF,440
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/CB4856,A,6,median.TOF,432.5
20200319,sqsthemi,NA,NA,3,water,None,ECA859/ECA2517,A,8,median.TOF,423
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/ECA859,A,9,median.TOF,438
20200319,sqsthemi,NA,NA,3,water,None,N2/N2,B,1,median.TOF,399
20200319,sqsthemi,NA,NA,3,water,None,CB4856/CB4856,B,2,median.TOF,447
20200319,sqsthemi,NA,NA,3,water,None,ECA859/ECA859,B,3,median.TOF,403.5
20200319,sqsthemi,NA,NA,3,water,None,ECA859/CB4856,B,5,median.TOF,381.5
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/CB4856,B,6,median.TOF,421
20200319,sqsthemi,NA,NA,3,water,None,CB4856/ECA2517,B,7,median.TOF,423
20200319,sqsthemi,NA,NA,3,water,None,ECA859/ECA2517,B,8,median.TOF,380
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/ECA859,B,9,median.TOF,413
20200319,sqsthemi,NA,NA,3,water,None,N2/N2,C,1,median.TOF,396
20200319,sqsthemi,NA,NA,3,water,None,CB4856/CB4856,C,2,median.TOF,461
20200319,sqsthemi,NA,NA,3,water,None,ECA859/ECA859,C,3,median.TOF,402.5
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/ECA2517,C,4,median.TOF,424
20200319,sqsthemi,NA,NA,3,water,None,ECA859/CB4856,C,5,median.TOF,410.5
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/CB4856,C,6,median.TOF,414
20200319,sqsthemi,NA,NA,3,water,None,CB4856/ECA2517,C,7,median.TOF,439
20200319,sqsthemi,NA,NA,3,water,None,ECA859/ECA2517,C,8,median.TOF,434
20200319,sqsthemi,NA,NA,3,water,None,ECA2517/ECA859,C,9,median.TOF,411
20200319,sqsthemi,NA,NA,3,zinc,water,N2/N2,D,1,median.TOF,301
20200319,sqsthemi,NA,NA,3,zinc,water,CB4856/CB4856,D,2,median.TOF,259
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA859,D,3,median.TOF,201
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA2517,D,4,median.TOF,240.5
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/CB4856,D,5,median.TOF,231
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/CB4856,D,6,median.TOF,283
20200319,sqsthemi,NA,NA,3,zinc,water,CB4856/ECA2517,D,7,median.TOF,236
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA2517,D,8,median.TOF,232
20200319,sqsthemi,NA,NA,3,zinc,water,CB4856/CB4856,E,2,median.TOF,253
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA859,E,3,median.TOF,180
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA2517,E,4,median.TOF,262.5
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/CB4856,E,5,median.TOF,180.5
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/CB4856,E,6,median.TOF,266
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA2517,E,8,median.TOF,267
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA859,E,9,median.TOF,254.5
20200319,sqsthemi,NA,NA,3,zinc,water,N2/N2,F,1,median.TOF,263
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA859,F,3,median.TOF,246
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA2517,F,4,median.TOF,229.5
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/CB4856,F,5,median.TOF,170
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/CB4856,F,6,median.TOF,265.5
20200319,sqsthemi,NA,NA,3,zinc,water,CB4856/ECA2517,F,7,median.TOF,239
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA859,F,9,median.TOF,219
20200319,sqsthemi,NA,NA,3,zinc,water,N2/N2,G,1,median.TOF,266
20200319,sqsthemi,NA,NA,3,zinc,water,CB4856/CB4856,G,2,median.TOF,252
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA859,G,3,median.TOF,218
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA2517,G,4,median.TOF,247.5
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/CB4856,G,6,median.TOF,293.5
20200319,sqsthemi,NA,NA,3,zinc,water,CB4856/ECA2517,G,7,median.TOF,228.5
20200319,sqsthemi,NA,NA,3,zinc,water,ECA859/ECA2517,G,8,median.TOF,265
20200319,sqsthemi,NA,NA,3,zinc,water,ECA2517/ECA859,G,9,median.TOF,265
20200319,sqsthemi,NA,NA,4,water,None,N2/N2,A,1,median.TOF,399
20200319,sqsthemi,NA,NA,4,water,None,CB4856/CB4856,A,2,median.TOF,426.5
20200319,sqsthemi,NA,NA,4,water,None,ECA859/ECA859,A,3,median.TOF,429
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/ECA2517,A,4,median.TOF,444.5
20200319,sqsthemi,NA,NA,4,water,None,ECA859/CB4856,A,5,median.TOF,454
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/CB4856,A,6,median.TOF,426.5
20200319,sqsthemi,NA,NA,4,water,None,CB4856/ECA2517,A,7,median.TOF,371
20200319,sqsthemi,NA,NA,4,water,None,ECA859/ECA2517,A,8,median.TOF,409
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/ECA859,A,9,median.TOF,415
20200319,sqsthemi,NA,NA,4,water,None,N2/N2,B,1,median.TOF,416
20200319,sqsthemi,NA,NA,4,water,None,CB4856/CB4856,B,2,median.TOF,442.5
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/ECA2517,B,4,median.TOF,432
20200319,sqsthemi,NA,NA,4,water,None,ECA859/CB4856,B,5,median.TOF,454
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/CB4856,B,6,median.TOF,431.5
20200319,sqsthemi,NA,NA,4,water,None,CB4856/ECA2517,B,7,median.TOF,449.5
20200319,sqsthemi,NA,NA,4,water,None,ECA859/ECA2517,B,8,median.TOF,470
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/ECA859,B,9,median.TOF,376
20200319,sqsthemi,NA,NA,4,water,None,N2/N2,C,1,median.TOF,432
20200319,sqsthemi,NA,NA,4,water,None,CB4856/CB4856,C,2,median.TOF,440
20200319,sqsthemi,NA,NA,4,water,None,ECA859/ECA859,C,3,median.TOF,435
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/ECA2517,C,4,median.TOF,471
20200319,sqsthemi,NA,NA,4,water,None,ECA859/CB4856,C,5,median.TOF,415
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/CB4856,C,6,median.TOF,437.5
20200319,sqsthemi,NA,NA,4,water,None,CB4856/ECA2517,C,7,median.TOF,440
20200319,sqsthemi,NA,NA,4,water,None,ECA859/ECA2517,C,8,median.TOF,426
20200319,sqsthemi,NA,NA,4,water,None,ECA2517/ECA859,C,9,median.TOF,445
20200319,sqsthemi,NA,NA,4,zinc,water,N2/N2,D,1,median.TOF,322
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/CB4856,D,2,median.TOF,297.5
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA859,D,3,median.TOF,231.5
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA2517,D,4,median.TOF,248
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/CB4856,D,5,median.TOF,272
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/CB4856,D,6,median.TOF,277
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/ECA2517,D,7,median.TOF,195
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA2517,D,8,median.TOF,248
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA859,D,9,median.TOF,238
20200319,sqsthemi,NA,NA,4,zinc,water,N2/N2,E,1,median.TOF,285
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/CB4856,E,2,median.TOF,289
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA859,E,3,median.TOF,218
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA2517,E,4,median.TOF,259
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/CB4856,E,5,median.TOF,148
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/CB4856,E,6,median.TOF,270
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/ECA2517,E,7,median.TOF,253
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA2517,E,8,median.TOF,281
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA859,E,9,median.TOF,281.5
20200319,sqsthemi,NA,NA,4,zinc,water,N2/N2,F,1,median.TOF,323
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/CB4856,F,2,median.TOF,258
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA859,F,3,median.TOF,246
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA2517,F,4,median.TOF,235
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/CB4856,F,5,median.TOF,239
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/ECA2517,F,7,median.TOF,255
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA2517,F,8,median.TOF,284.5
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA859,F,9,median.TOF,247
20200319,sqsthemi,NA,NA,4,zinc,water,N2/N2,G,1,median.TOF,280.5
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/CB4856,G,2,median.TOF,264
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/ECA859,G,3,median.TOF,217
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA2517,G,4,median.TOF,253
20200319,sqsthemi,NA,NA,4,zinc,water,ECA859/CB4856,G,5,median.TOF,244
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/CB4856,G,6,median.TOF,269
20200319,sqsthemi,NA,NA,4,zinc,water,CB4856/ECA2517,G,7,median.TOF,255
20200319,sqsthemi,NA,NA,4,zinc,water,ECA2517/ECA859,G,9,median.TOF,217
20200319,sqsthemi,NA,NA,5,water,None,N2/N2,A,1,median.TOF,424
20200319,sqsthemi,NA,NA,5,water,None,CB4856/CB4856,A,2,median.TOF,461.5
20200319,sqsthemi,NA,NA,5,water,None,ECA859/ECA859,A,3,median.TOF,430
20200319,sqsthemi,NA,NA,5,water,None,ECA2517/ECA2517,A,4,median.TOF,430
20200319,sqsthemi,NA,NA,5,water,None,ECA859/CB4856,A,5,median.TOF,458
20200319,sqsthemi,NA,NA,5,water,None,CB4856/ECA2517,A,7,median.TOF,459
20200319,sqsthemi,NA,NA,5,water,None,ECA859/ECA2517,A,8,median.TOF,388
20200319,sqsthemi,NA,NA,5,water,None,ECA2517/ECA859,A,9,median.TOF,442
20200319,sqsthemi,NA,NA,5,water,None,N2/N2,B,1,median.TOF,433.5
20200319,sqsthemi,NA,NA,5,water,None,CB4856/CB4856,B,2,median.TOF,442
20200319,sqsthemi,NA,NA,5,water,None,ECA859/ECA859,B,3,median.TOF,437
20200319,sqsthemi,NA,NA,5,water,None,ECA2517/ECA2517,B,4,median.TOF,417
20200319,sqsthemi,NA,NA,5,water,None,ECA859/CB4856,B,5,median.TOF,449.5
20200319,sqsthemi,NA,NA,5,water,None,ECA2517/CB4856,B,6,median.TOF,418
20200319,sqsthemi,NA,NA,5,water,None,CB4856/ECA2517,B,7,median.TOF,435
20200319,sqsthemi,NA,NA,5,water,None,ECA859/ECA2517,B,8,median.TOF,417
20200319,sqsthemi,NA,NA,5,zinc,water,N2/N2,C,1,median.TOF,266
20200319,sqsthemi,NA,NA,5,zinc,water,CB4856/CB4856,C,2,median.TOF,280
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/ECA859,C,3,median.TOF,221
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/ECA2517,C,4,median.TOF,243
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/CB4856,C,5,median.TOF,232
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/CB4856,C,6,median.TOF,261.5
20200319,sqsthemi,NA,NA,5,zinc,water,CB4856/ECA2517,C,7,median.TOF,222
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/ECA2517,C,8,median.TOF,243
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/ECA859,C,9,median.TOF,223.5
20200319,sqsthemi,NA,NA,5,zinc,water,N2/N2,D,1,median.TOF,306
20200319,sqsthemi,NA,NA,5,zinc,water,CB4856/CB4856,D,2,median.TOF,275
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/ECA859,D,3,median.TOF,212
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/ECA2517,D,4,median.TOF,271
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/CB4856,D,5,median.TOF,254.5
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/CB4856,D,6,median.TOF,287.5
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/ECA859,D,9,median.TOF,252
20200319,sqsthemi,NA,NA,5,zinc,water,N2/N2,E,1,median.TOF,316
20200319,sqsthemi,NA,NA,5,zinc,water,CB4856/CB4856,E,2,median.TOF,282
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/ECA859,E,3,median.TOF,200
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/ECA2517,E,4,median.TOF,248.5
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/CB4856,E,5,median.TOF,249.5
20200319,sqsthemi,NA,NA,5,zinc,water,CB4856/ECA2517,E,7,median.TOF,252.5
20200319,sqsthemi,NA,NA,5,zinc,water,ECA859/ECA2517,E,8,median.TOF,265
20200319,sqsthemi,NA,NA,5,zinc,water,ECA2517/ECA859,E,9,median.TOF,247
20200319,sqsthemi,NA,NA,1,water,None,N2/N2,A,1,median.EXT,1268
20200319,sqsthemi,NA,NA,1,water,None,CB4856/CB4856,A,2,median.EXT,1203
20200319,sqsthemi,NA,NA,1,water,None,ECA859/ECA859,A,3,median.EXT,1084
20200319,sqsthemi,NA,NA,1,water,None,ECA2517/ECA2517,A,4,median.EXT,1045
20200319,sqsthemi,NA,NA,1,water,None,ECA859/CB4856,A,5,median.EXT,1238
20200319,sqsthemi,NA,NA,1,water,None,ECA2517/CB4856,A,6,median.EXT,1127.5
20200319,sqsthemi,NA,NA,1,water,None,CB4856/ECA2517,A,7,median.EXT,1126
20200319,sqsthemi,NA,NA,1,water,None,ECA859/ECA2517,A,8,median.EXT,1111
20200319,sqsthemi,NA,NA,1,water,None,ECA2517/ECA859,A,9,median.EXT,1140
20200319,sqsthemi,NA,NA,1,water,None,N2/N2,B,1,median.EXT,1247
20200319,sqsthemi,NA,NA,1,water,None,CB4856/CB4856,B,2,median.EXT,1261
20200319,sqsthemi,NA,NA,1,water,None,ECA859/ECA859,B,3,median.EXT,1169
20200319,sqsthemi,NA,NA,1,water,None,ECA2517/ECA2517,B,4,median.EXT,1077
20200319,sqsthemi,NA,NA,1,water,None,ECA859/CB4856,B,5,median.EXT,1058
20200319,sqsthemi,NA,NA,1,water,None,ECA2517/CB4856,B,6,median.EXT,1125
20200319,sqsthemi,NA,NA,1,water,None,CB4856/ECA2517,B,7,median.EXT,1155
20200319,sqsthemi,NA,NA,1,water,None,ECA859/ECA2517,B,8,median.EXT,1176
20200319,sqsthemi,NA,NA,1,water,None,ECA2517/ECA859,B,9,median.EXT,1072
20200319,sqsthemi,NA,NA,1,water,None,N2/N2,C,1,median.EXT,1239
20200319,sqsthemi,NA,NA,1,water,None,CB4856/CB4856,C,2,median.EXT,1236.5
20200319,sqsthemi,NA,NA,1,water,None,ECA859/ECA859,C,3,median.EXT,1107
