date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype
20191107,zincIII,1,a,1,water,None,ECA1373,F,7,median.TOF,-61.94805194805193
20191107,zincIII,1,a,1,water,None,ECA1377,F,8,median.TOF,5.551948051948068
20191107,zincIII,1,a,1,water,None,ECA1378,F,9,median.TOF,5.551948051948068
20191107,zincIII,1,a,1,water,None,N2,G,1,median.TOF,-10.948051948051932
20191107,zincIII,1,a,1,water,None,ECA1379,G,10,median.TOF,-7.948051948051932
20191107,zincIII,1,a,1,water,None,ECA1380,G,11,median.TOF,5.051948051948068
20191107,zincIII,1,a,1,water,None,CB4856,G,2,median.TOF,27.051948051948067
20191107,zincIII,1,a,1,water,None,ECA838,G,3,median.TOF,-3.4480519480519316
20191107,zincIII,1,a,1,water,None,ECA859,G,4,median.TOF,-55.94805194805193
20191107,zincIII,1,a,1,water,None,ECA1371,G,5,median.TOF,-7.448051948051932
20191107,zincIII,1,a,1,water,None,ECA1372,G,6,median.TOF,-3.4480519480519316
20191107,zincIII,1,a,1,water,None,ECA1373,G,7,median.TOF,-16.448051948051933
20191107,zincIII,1,a,1,water,None,ECA1377,G,8,median.TOF,-7.448051948051932
20191107,zincIII,1,a,1,water,None,ECA1378,G,9,median.TOF,7.551948051948068
20191107,zincIII,1,a,3,zinc,water,N2,A,1,median.TOF,10.746710526315349
20191107,zincIII,1,a,3,zinc,water,ECA1380,A,11,median.TOF,11.24671052631708
20191107,zincIII,1,a,3,zinc,water,CB4856,A,2,median.TOF,-0.7532894736842283
20191107,zincIII,1,a,3,zinc,water,ECA838,A,3,median.TOF,17.246710526315773
20191107,zincIII,1,a,3,zinc,water,ECA859,A,4,median.TOF,-43.75328947368423
20191107,zincIII,1,a,3,zinc,water,ECA1371,A,5,median.TOF,30.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1372,A,6,median.TOF,8.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1373,A,7,median.TOF,-1.2532894736842284
20191107,zincIII,1,a,3,zinc,water,ECA1377,A,8,median.TOF,26.246710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1378,A,9,median.TOF,25.746710526315773
20191107,zincIII,1,a,3,zinc,water,N2,B,1,median.TOF,17.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1379,B,10,median.TOF,7.246710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1380,B,11,median.TOF,-15.253289473684228
20191107,zincIII,1,a,3,zinc,water,CB4856,B,2,median.TOF,-23.253289473684227
20191107,zincIII,1,a,3,zinc,water,ECA838,B,3,median.TOF,16.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA859,B,4,median.TOF,-80.25328947368423
20191107,zincIII,1,a,3,zinc,water,ECA1371,B,5,median.TOF,10.746710526315349
20191107,zincIII,1,a,3,zinc,water,ECA1372,B,6,median.TOF,-0.7532894736842283
20191107,zincIII,1,a,3,zinc,water,ECA1373,B,7,median.TOF,0.7467105263157717
20191107,zincIII,1,a,3,zinc,water,ECA1377,B,8,median.TOF,18.246710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1378,B,9,median.TOF,9.746710526315772
20191107,zincIII,1,a,3,zinc,water,N2,C,1,median.TOF,18.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1379,C,10,median.TOF,-8.253289473684228
20191107,zincIII,1,a,3,zinc,water,CB4856,C,2,median.TOF,-8.753289473684228
20191107,zincIII,1,a,3,zinc,water,ECA838,C,3,median.TOF,22.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA859,C,4,median.TOF,-72.25328947368423
20191107,zincIII,1,a,3,zinc,water,ECA1371,C,5,median.TOF,16.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1372,C,6,median.TOF,-0.7532894736842283
20191107,zincIII,1,a,3,zinc,water,ECA1373,C,7,median.TOF,20.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1377,C,8,median.TOF,11.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1378,C,9,median.TOF,19.746710526315773
20191107,zincIII,1,a,3,zinc,water,N2,D,1,median.TOF,18.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1379,D,10,median.TOF,-3.2532894736842284
20191107,zincIII,1,a,3,zinc,water,ECA1380,D,11,median.TOF,2.7467105263157716
20191107,zincIII,1,a,3,zinc,water,CB4856,D,2,median.TOF,-16.753289473684227
20191107,zincIII,1,a,3,zinc,water,ECA838,D,3,median.TOF,13.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA859,D,4,median.TOF,-94.25328947368423
20191107,zincIII,1,a,3,zinc,water,ECA1371,D,5,median.TOF,5.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1372,D,6,median.TOF,-11.753289473684228
20191107,zincIII,1,a,3,zinc,water,ECA1373,D,7,median.TOF,-11.253289473684228
20191107,zincIII,1,a,3,zinc,water,ECA1377,D,8,median.TOF,27.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1378,D,9,median.TOF,26.746710526315773
20191107,zincIII,1,a,3,zinc,water,N2,E,1,median.TOF,16.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1379,E,10,median.TOF,15.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1380,E,11,median.TOF,9.746710526315772
20191107,zincIII,1,a,3,zinc,water,CB4856,E,2,median.TOF,-32.25328947368423
20191107,zincIII,1,a,3,zinc,water,ECA838,E,3,median.TOF,5.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA859,E,4,median.TOF,-97.75328947368423
20191107,zincIII,1,a,3,zinc,water,ECA1371,E,5,median.TOF,33.24671052631577
20191107,zincIII,1,a,3,zinc,water,ECA1372,E,6,median.TOF,15.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1373,E,7,median.TOF,6.246710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1377,E,8,median.TOF,-18.253289473684227
20191107,zincIII,1,a,3,zinc,water,ECA1378,E,9,median.TOF,22.246710526315773
20191107,zincIII,1,a,3,zinc,water,N2,F,1,median.TOF,21.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1379,F,10,median.TOF,7.746710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1380,F,11,median.TOF,-13.253289473684228
20191107,zincIII,1,a,3,zinc,water,CB4856,F,2,median.TOF,-15.253289473684228
20191107,zincIII,1,a,3,zinc,water,ECA838,F,3,median.TOF,10.746710526315349
20191107,zincIII,1,a,3,zinc,water,ECA859,F,4,median.TOF,-63.25328947368423
20191107,zincIII,1,a,3,zinc,water,ECA1371,F,5,median.TOF,18.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1372,F,6,median.TOF,-10.253289473684228
20191107,zincIII,1,a,3,zinc,water,ECA1373,F,7,median.TOF,-1.2532894736842284
20191107,zincIII,1,a,3,zinc,water,ECA1377,F,8,median.TOF,4.246710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1378,F,9,median.TOF,22.746710526315773
20191107,zincIII,1,a,3,zinc,water,N2,G,1,median.TOF,19.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1379,G,10,median.TOF,-13.253289473684228
20191107,zincIII,1,a,3,zinc,water,ECA1380,G,11,median.TOF,-7.253289473684228
20191107,zincIII,1,a,3,zinc,water,CB4856,G,2,median.TOF,-8.253289473684228
20191107,zincIII,1,a,3,zinc,water,ECA838,G,3,median.TOF,21.246710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1371,G,5,median.TOF,20.746710526315773
20191107,zincIII,1,a,3,zinc,water,ECA1372,G,6,median.TOF,3.2467105263157716
20191107,zincIII,1,a,3,zinc,water,ECA1373,G,7,median.TOF,-19.253289473684227
20191107,zincIII,1,a,3,zinc,water,ECA1377,G,8,median.TOF,10.246710526315772
20191107,zincIII,1,a,3,zinc,water,ECA1378,G,9,median.TOF,23.246710526315773
20191107,zincIII,1,a,4,zinc,water,N2,A,1,median.TOF,13.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1379,A,10,median.TOF,-11.253289473684228
20191107,zincIII,1,a,4,zinc,water,ECA1380,A,11,median.TOF,13.246710526315772
20191107,zincIII,1,a,4,zinc,water,CB4856,A,2,median.TOF,0.24671052631577173
20191107,zincIII,1,a,4,zinc,water,ECA838,A,3,median.TOF,45.24671052631577
20191107,zincIII,1,a,4,zinc,water,ECA1371,A,5,median.TOF,25.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1372,A,6,median.TOF,-10.253289473684228
20191107,zincIII,1,a,4,zinc,water,ECA1377,A,8,median.TOF,14.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1378,A,9,median.TOF,15.746710526315772
20191107,zincIII,1,a,4,zinc,water,N2,B,1,median.TOF,24.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1379,B,10,median.TOF,1.7467105263157716
20191107,zincIII,1,a,4,zinc,water,ECA1380,B,11,median.TOF,2.2467105263157716
20191107,zincIII,1,a,4,zinc,water,CB4856,B,2,median.TOF,-9.253289473684228
20191107,zincIII,1,a,4,zinc,water,ECA838,B,3,median.TOF,40.24671052631577
20191107,zincIII,1,a,4,zinc,water,ECA859,B,4,median.TOF,-65.75328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1371,B,5,median.TOF,8.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1372,B,6,median.TOF,21.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1373,B,7,median.TOF,-7.253289473684228
20191107,zincIII,1,a,4,zinc,water,ECA1377,B,8,median.TOF,12.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1378,B,9,median.TOF,16.746710526315773
20191107,zincIII,1,a,4,zinc,water,N2,C,1,median.TOF,19.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1379,C,10,median.TOF,-6.253289473684228
20191107,zincIII,1,a,4,zinc,water,ECA1380,C,11,median.TOF,7.246710526315772
20191107,zincIII,1,a,4,zinc,water,CB4856,C,2,median.TOF,0.7467105263157717
20191107,zincIII,1,a,4,zinc,water,ECA838,C,3,median.TOF,17.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA859,C,4,median.TOF,-56.75328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1371,C,5,median.TOF,16.246710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1372,C,6,median.TOF,18.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1373,C,7,median.TOF,6.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1377,C,8,median.TOF,10.746710526315349
20191107,zincIII,1,a,4,zinc,water,ECA1378,C,9,median.TOF,-6.753289473684228
20191107,zincIII,1,a,4,zinc,water,N2,D,1,median.TOF,11.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1379,D,10,median.TOF,0.7467105263157717
20191107,zincIII,1,a,4,zinc,water,ECA1380,D,11,median.TOF,-5.253289473684228
20191107,zincIII,1,a,4,zinc,water,CB4856,D,2,median.TOF,-23.753289473684227
20191107,zincIII,1,a,4,zinc,water,ECA838,D,3,median.TOF,66.24671052631577
20191107,zincIII,1,a,4,zinc,water,ECA859,D,4,median.TOF,-105.75328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1371,D,5,median.TOF,-30.253289473684227
20191107,zincIII,1,a,4,zinc,water,ECA1372,D,6,median.TOF,29.246710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1373,D,7,median.TOF,-18.253289473684227
20191107,zincIII,1,a,4,zinc,water,ECA1377,D,8,median.TOF,13.246710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1378,D,9,median.TOF,30.746710526315773
20191107,zincIII,1,a,4,zinc,water,N2,E,1,median.TOF,5.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1379,E,10,median.TOF,1.7467105263157716
20191107,zincIII,1,a,4,zinc,water,ECA1380,E,11,median.TOF,9.746710526315772
20191107,zincIII,1,a,4,zinc,water,CB4856,E,2,median.TOF,13.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA838,E,3,median.TOF,18.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA859,E,4,median.TOF,-90.25328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1371,E,5,median.TOF,17.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1372,E,6,median.TOF,22.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1373,E,7,median.TOF,-35.25328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1377,E,8,median.TOF,6.246710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1378,E,9,median.TOF,32.24671052631577
20191107,zincIII,1,a,4,zinc,water,N2,F,1,median.TOF,19.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1379,F,10,median.TOF,-15.753289473684228
20191107,zincIII,1,a,4,zinc,water,ECA1380,F,11,median.TOF,14.746710526315772
20191107,zincIII,1,a,4,zinc,water,CB4856,F,2,median.TOF,0.7467105263157717
20191107,zincIII,1,a,4,zinc,water,ECA838,F,3,median.TOF,11.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA859,F,4,median.TOF,-46.25328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1371,F,5,median.TOF,8.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1372,F,6,median.TOF,18.246710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1373,F,7,median.TOF,-19.253289473684227
20191107,zincIII,1,a,4,zinc,water,ECA1377,F,8,median.TOF,24.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1378,F,9,median.TOF,23.746710526315773
20191107,zincIII,1,a,4,zinc,water,N2,G,1,median.TOF,13.746710526315772
20191107,zincIII,1,a,4,zinc,water,ECA1380,G,11,median.TOF,-6.753289473684228
20191107,zincIII,1,a,4,zinc,water,CB4856,G,2,median.TOF,-5.753289473684228
20191107,zincIII,1,a,4,zinc,water,ECA838,G,3,median.TOF,29.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA859,G,4,median.TOF,-68.25328947368423
20191107,zincIII,1,a,4,zinc,water,ECA1371,G,5,median.TOF,-1.2532894736842284
20191107,zincIII,1,a,4,zinc,water,ECA1372,G,6,median.TOF,18.746710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1373,G,7,median.TOF,-6.253289473684228
20191107,zincIII,1,a,4,zinc,water,ECA1377,G,8,median.TOF,20.246710526315773
20191107,zincIII,1,a,4,zinc,water,ECA1378,G,9,median.TOF,-8.253289473684228
20191107,zincIII,1,b,2,water,None,N2,A,1,median.TOF,-73.88666666666667
20191107,zincIII,1,b,2,water,None,ECA1379,A,10,median.TOF,55.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1380,A,11,median.TOF,48.11333333333334
20191107,zincIII,1,b,2,water,None,ECA859,A,4,median.TOF,25.113333333333333
20191107,zincIII,1,b,2,water,None,ECA1371,A,5,median.TOF,-15.886666666666667
20191107,zincIII,1,b,2,water,None,ECA1372,A,6,median.TOF,-62.38666666666666
20191107,zincIII,1,b,2,water,None,ECA1373,A,7,median.TOF,-38.38666666666666
20191107,zincIII,1,b,2,water,None,ECA1377,A,8,median.TOF,-20.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1378,A,9,median.TOF,16.113333333333333
20191107,zincIII,1,b,2,water,None,N2,B,1,median.TOF,-35.38666666666666
20191107,zincIII,1,b,2,water,None,ECA1379,B,10,median.TOF,53.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1380,B,11,median.TOF,31.613333333333333
20191107,zincIII,1,b,2,water,None,CB4856,B,2,median.TOF,-5.886666666666666
20191107,zincIII,1,b,2,water,None,ECA838,B,3,median.TOF,-50.38666666666666
20191107,zincIII,1,b,2,water,None,ECA859,B,4,median.TOF,38.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1371,B,5,median.TOF,-29.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1372,B,6,median.TOF,-1.3866666666666658
20191107,zincIII,1,b,2,water,None,ECA1373,B,7,median.TOF,47.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1378,B,9,median.TOF,11.613333333333333
20191107,zincIII,1,b,2,water,None,N2,C,1,median.TOF,-39.38666666666666
20191107,zincIII,1,b,2,water,None,ECA1379,C,10,median.TOF,43.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1380,C,11,median.TOF,0.6133333333333342
20191107,zincIII,1,b,2,water,None,CB4856,C,2,median.TOF,-21.386666666666667
20191107,zincIII,1,b,2,water,None,ECA838,C,3,median.TOF,-0.3866666666666658
20191107,zincIII,1,b,2,water,None,ECA859,C,4,median.TOF,15.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1371,C,5,median.TOF,31.113333333333333
20191107,zincIII,1,b,2,water,None,ECA1372,C,6,median.TOF,-15.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1373,C,7,median.TOF,-29.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1378,C,9,median.TOF,10.613333333333333
20191107,zincIII,1,b,2,water,None,N2,D,1,median.TOF,1.6133333333333342
20191107,zincIII,1,b,2,water,None,ECA1379,D,10,median.TOF,37.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1380,D,11,median.TOF,54.61333333333334
20191107,zincIII,1,b,2,water,None,ECA838,D,3,median.TOF,-22.386666666666667
20191107,zincIII,1,b,2,water,None,ECA859,D,4,median.TOF,-4.886666666666666
20191107,zincIII,1,b,2,water,None,ECA1371,D,5,median.TOF,7.613333333333334
20191107,zincIII,1,b,2,water,None,ECA1372,D,6,median.TOF,-25.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1373,D,7,median.TOF,39.11333333333334
20191107,zincIII,1,b,2,water,None,ECA1377,D,8,median.TOF,-4.386666666666666
20191107,zincIII,1,b,2,water,None,ECA1378,D,9,median.TOF,24.113333333333333
20191107,zincIII,1,b,2,water,None,N2,E,1,median.TOF,-11.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1379,E,10,median.TOF,12.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1380,E,11,median.TOF,43.61333333333334
20191107,zincIII,1,b,2,water,None,CB4856,E,2,median.TOF,-35.38666666666666
20191107,zincIII,1,b,2,water,None,ECA838,E,3,median.TOF,-54.88666666666666
20191107,zincIII,1,b,2,water,None,ECA859,E,4,median.TOF,18.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1371,E,5,median.TOF,20.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1373,E,7,median.TOF,13.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1377,E,8,median.TOF,-7.386666666666666
20191107,zincIII,1,b,2,water,None,ECA1378,E,9,median.TOF,18.613333333333333
20191107,zincIII,1,b,2,water,None,N2,F,1,median.TOF,-3.386666666666666
20191107,zincIII,1,b,2,water,None,ECA1379,F,10,median.TOF,32.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1380,F,11,median.TOF,40.61333333333334
20191107,zincIII,1,b,2,water,None,CB4856,F,2,median.TOF,22.613333333333333
20191107,zincIII,1,b,2,water,None,ECA838,F,3,median.TOF,-52.38666666666666
20191107,zincIII,1,b,2,water,None,ECA859,F,4,median.TOF,24.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1371,F,5,median.TOF,-0.8866666666666658
20191107,zincIII,1,b,2,water,None,ECA1373,F,7,median.TOF,38.61333333333334
20191107,zincIII,1,b,2,water,None,ECA1378,F,9,median.TOF,15.613333333333333
20191107,zincIII,1,b,2,water,None,N2,G,1,median.TOF,-13.386666666666667
20191107,zincIII,1,b,2,water,None,ECA1379,G,10,median.TOF,66.61333333333333
20191107,zincIII,1,b,2,water,None,ECA1380,G,11,median.TOF,39.11333333333334
20191107,zincIII,1,b,2,water,None,CB4856,G,2,median.TOF,-19.386666666666667
20191107,zincIII,1,b,2,water,None,ECA838,G,3,median.TOF,-8.386666666666667
20191107,zincIII,1,b,2,water,None,ECA859,G,4,median.TOF,-9.886666666666667
20191107,zincIII,1,b,2,water,None,ECA1371,G,5,median.TOF,16.113333333333333
20191107,zincIII,1,b,2,water,None,ECA1372,G,6,median.TOF,16.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1373,G,7,median.TOF,16.613333333333333
20191107,zincIII,1,b,2,water,None,ECA1377,G,8,median.TOF,6.113333333333334
20191107,zincIII,1,b,2,water,None,ECA1378,G,9,median.TOF,3.113333333333334
20191107,zincIII,1,b,5,zinc,water,ECA1379,A,10,median.TOF,-3.1033333333333317
20191107,zincIII,1,b,5,zinc,water,ECA1380,A,11,median.TOF,2.3966666666666683
20191107,zincIII,1,b,5,zinc,water,CB4856,A,2,median.TOF,-45.10333333333333
20191107,zincIII,1,b,5,zinc,water,ECA838,A,3,median.TOF,-2.1033333333333317
20191107,zincIII,1,b,5,zinc,water,ECA859,A,4,median.TOF,-39.10333333333333
20191107,zincIII,1,b,5,zinc,water,ECA1371,A,5,median.TOF,25.89666666666667
20191107,zincIII,1,b,5,zinc,water,ECA1372,A,6,median.TOF,18.39666666666667
20191107,zincIII,1,b,5,zinc,water,ECA1378,A,9,median.TOF,24.39666666666667
20191107,zincIII,1,b,5,zinc,water,N2,B,1,median.TOF,33.89666666666667
20191107,zincIII,1,b,5,zinc,water,ECA1379,B,10,median.TOF,4.896666666666668
20191107,zincIII,1,b,5,zinc,water,ECA1380,B,11,median.TOF,24.89666666666667
20191107,zincIII,1,b,5,zinc,water,CB4856,B,2,median.TOF,-47.60333333333333
20191107,zincIII,1,b,5,zinc,water,ECA838,B,3,median.TOF,15.396666666666668
20191107,zincIII,1,b,5,zinc,water,ECA859,B,4,median.TOF,-50.10333333333333
20191107,zincIII,1,b,5,zinc,water,ECA1371,B,5,median.TOF,22.39666666666667
20191107,zincIII,1,b,5,zinc,water,ECA1372,B,6,median.TOF,7.396666666666668
20191107,zincIII,1,b,5,zinc,water,ECA1373,B,7,median.TOF,-12.103333333333332
20191107,zincIII,1,b,5,zinc,water,ECA1377,B,8,median.TOF,7.396666666666668
20191107,zincIII,1,b,5,zinc,water,ECA1378,B,9,median.TOF,23.89666666666667
20191107,zincIII,1,b,5,zinc,water,N2,C,1,median.TOF,23.39666666666667
20191107,zincIII,1,b,5,zinc,water,ECA1379,C,10,median.TOF,21.89666666666667
20191107,zincIII,1,b,5,zinc,water,ECA1380,C,11,median.TOF,11.896666666666668
20191107,zincIII,1,b,5,zinc,water,CB4856,C,2,median.TOF,27.89666666666667
